new_words,seconds,arousal_trans,valence_trans,happy_trans,angry_trans,nervous_trans,sad_trans,seconds2_trans,arousal2_trans,valence2_trans,happy2_trans,angry2_trans,nervous2_trans,sad2_trans,valence_trans
will live in a resort area i think people might avoid that area,425,2,1,1,0,1,0,425,2,0,1,0,1,0,1
and look for other options far front from there that's one point,430,2,1,1,0,1,0,430,2,0,1,0,1,0,1
second point is multiculturalism i agree with that,435,0,1,0,0,0,0,435,2,0,1,0,1,0,1
multiculturalism is always good but,440,0,1,0,0,0,0,440,2,0,1,0,1,0,1
the problem for me is their,445,0,1,0,0,0,0,445,2,0,1,0,0,0,1
main religion i'm not saying islam are bad people but,450,0,1,0,0,0,0,450,2,0,1,0,0,0,1
there is a minority if linda do bad thing and they're very dangerous for example for example in,455,0,1,0,0,1,0,455,2,0,1,0,1,0,1
philippines unfortunately they were terrorist attack in the south,460,0,1,0,0,1,0,460,2,0,1,0,1,0,1
because filipinos a muslim that came from malaysia,465,0,1,0,0,1,0,465,2,0,1,0,1,0,1
and that at that keep in the mind of,470,0,1,0,0,1,0,470,2,0,1,0,1,0,1
people still and that can be dangerous,475,2,1,0,0,0,0,475,2,0,1,0,1,0,1
have mentioned that if these people lives in nearby,485,0,1,0,0,0,0,485,2,0,1,0,1,0,1
resort places it will be bad for the tourists to come on mason economic but i think that like if they are,490,0,1,0,0,1,0,490,2,0,1,0,1,0,1
well educated for working in relief resort area and providers night service to them,495,2,1,0,0,1,0,495,2,0,1,0,1,0,1
it will be okay and like if they cannot adapt to the kind of stuff i,500,2,1,0,0,0,0,500,2,0,1,0,1,0,1
now you may begin okay so i think i will start with,5,2,1,0,0,1,0,5,2,0,0,0,1,0,1
the fact that korea is a developed country and the members of you and community members of united,10,0,1,0,0,1,0,10,2,0,0,0,1,0,1
nations and it's also one of the countries who which signed,15,0,1,0,0,1,0,15,2,0,0,0,1,0,1
refugee studies international convention i think korea has a duty to take part in the global,20,2,1,0,0,1,0,20,2,0,0,0,1,0,1
effort to deal with this yam and civil civil war which has been saved as,25,0,1,0,0,1,0,25,2,0,0,0,1,0,1
a one of the most one of the worst human who met humanitarian crisis,30,2,1,0,0,1,0,30,2,0,0,0,1,0,1
ever experienced in the 20th 21st century and,35,0,1,0,0,1,0,35,2,0,0,0,1,0,1
i think korea so far participate on a little compared to,40,1,1,0,0,2,0,40,2,0,0,0,0,0,1
"other countries such as malaysia about 20,000 refugees stayed four 99-year",45,1,1,0,0,2,0,45,2,0,0,0,0,0,1
in malaysia and also in germany there about,50,0,1,0,0,2,0,50,2,0,0,0,0,0,1
i also believe that public,60,1,1,0,0,2,0,60,2,0,0,0,0,0,1
people of korea mostly use fear and intuition in judging the issue and government,65,1,1,0,0,2,0,65,2,0,0,0,0,0,1
have a responsibility to stick with the objective of that and,70,0,1,0,0,1,0,70,2,0,0,0,0,0,1
deal with it more responsibly i think i'll stop them,75,0,1,0,0,1,0,75,2,0,0,0,0,0,1
here i partly agree with your idea and it's,80,0,1,0,0,1,0,80,2,0,0,0,0,0,1
not like i'm saying i'm totally against accepting people from you man and he took an example,85,0,1,0,0,1,0,85,2,0,0,0,0,0,1
of malaysia and germany but you have to consider that like cultural and the sentiment,90,2,1,0,0,1,0,90,2,0,0,0,0,0,1
is really kind of different because you know korea is like in your slowly opening,95,0,1,0,0,1,0,95,2,0,0,0,0,0,1
up to mulch multicultural concepts and all that so people here,100,2,1,0,0,1,0,100,2,0,0,0,0,0,1
are very slow conservative about all these issues so i'm not saying that we of this whole,105,2,1,0,0,1,0,105,2,0,0,0,0,0,1
like humanitarian approach to accepting people but aside from that we should have like legal institutions,110,2,1,0,0,1,0,110,2,0,0,0,0,0,1
and systematic approach to how to stack people and sort of like integrate these,115,2,1,0,0,0,0,115,2,0,0,0,0,0,1
people into the community so that should be the first assignment in korean government and,120,2,1,0,0,0,0,120,0,0,0,0,0,0,1
i'm not saying that we should just stop accepting all those people because of fear and,125,2,1,0,0,0,0,125,0,0,0,0,0,0,1
intuition and xenophobic phobic is definitely not tolerated but there,130,2,1,0,0,0,0,130,0,0,0,0,0,0,1
are aside from that there are many problems in korea as well which are,135,2,1,0,0,0,0,135,0,0,0,0,0,0,1
happening in this country and you know the priority of korea should be korean people first so we,140,2,1,0,0,0,0,140,0,0,0,0,0,0,1
should put korean people first and there are diminished i heard that there,145,2,1,0,0,0,0,145,0,0,0,0,0,0,1
are diminishing rate of tours because there are many young men people there so people,150,2,1,0,0,0,0,150,0,0,0,0,0,0,1
kind of feel like well this is not korea so,155,2,1,0,1,1,0,155,0,0,0,0,0,0,1
yes so i think we should consider accepting them in systematic,160,1,1,0,1,1,0,160,0,0,0,0,0,0,1
manner not just accepting them and humanitarian,165,2,1,0,1,1,0,165,0,0,0,0,0,0,1
okay so i think many of the problems like economic problems,170,2,1,0,1,1,0,170,0,0,0,0,0,0,1
etc when related to the yemen issue i think it's blown out of proportion,175,2,1,0,1,1,0,175,0,0,0,0,0,0,1
because right now the yemen refugees are only about 500 and it's not,180,2,1,0,1,1,0,180,0,0,0,0,0,0,1
going to affect too much into the korean economy and i think increasing,185,2,1,0,1,1,0,185,0,0,0,0,0,0,1
it is it's not going to affect too much into the big scale of the,190,0,1,0,1,1,0,190,0,0,0,0,0,0,1
korean economy and also i have doubt that the,195,0,1,0,1,1,0,195,0,0,0,0,0,0,1
tourists is affected like tourists jeju island to is going to judge you island is affected,200,0,1,0,1,1,0,200,0,0,0,0,0,0,1
because there are more young people because again the numbers only 500 and also,205,0,1,0,1,0,0,205,0,0,0,0,0,0,1
i think i heard also the case where,210,0,1,1,1,0,0,210,0,0,0,0,0,0,1
there's a murder like a corpse is found and it's,215,0,1,1,1,1,0,215,0,0,0,0,0,0,1
like people are saying well this is because of the refugee and everything but it turns out to be false so i think,220,0,1,1,1,1,0,220,0,0,0,0,0,1,1
yeah many of these issues are blown out of proportion yeah,225,0,1,1,1,1,0,225,0,0,0,0,0,1,1
i think in a condemnation tore,230,0,1,1,1,1,0,230,0,0,0,0,0,1,1
them without any you know sort of justifiable reason is not acceptable and,235,0,1,1,1,1,0,235,0,0,0,0,0,1,1
you said it's a slow proportion and maybe it is,240,0,1,1,1,1,0,240,0,0,0,0,0,1,1
it is small portion proportionate absolute number but i think how,245,0,1,1,1,1,0,245,0,0,0,0,0,1,1
people actually feel feel about the number is not small because korea is,250,0,1,1,1,1,0,250,0,0,0,0,0,1,1
not really that tidwell you know sort of like living together with people,255,0,1,1,1,1,0,255,0,0,0,0,0,1,1
from different cultures and all that so i'm not and also i read in the news article,260,0,1,1,1,1,0,260,0,0,0,0,0,1,1
that there are not like enough like shelter and like system systems i can,265,0,1,1,1,1,0,265,2,0,0,0,0,1,1
actually provide them provides them like comfort and safety,270,0,1,1,1,1,0,270,2,0,0,0,0,1,1
so we should so maybe it's a small proportion but,275,0,1,1,1,1,0,275,2,0,0,0,0,1,1
for now everything is sort of drastic and too soon for koreans to actually come up with,280,2,1,0,1,0,0,280,0,0,0,1,0,0,1
a graph solutions to accept more people so i think maybe slowly accepting,285,2,1,0,1,0,0,285,0,0,0,1,0,0,1
them is okay for people to actually get used to their culture and all,290,0,1,0,1,0,0,290,0,0,0,1,0,0,1
that and sort of get over the you know hatred and fear to just you know kick,295,0,1,0,1,0,0,295,0,0,0,1,0,0,1
kick kick them out of the country so that is acceptable and,300,0,1,0,1,0,0,300,0,0,0,1,0,0,1
i i sort of agree with people fear because in cases,305,0,1,0,1,0,0,305,0,0,0,1,0,0,1
like germany peach germany actually assess accepted a lot of refugees,310,0,1,0,1,0,1,310,0,0,0,1,0,0,1
people from so i really like merck like right germany girls,315,2,1,0,1,0,1,315,0,0,0,1,0,0,1
we'll start now okay in my opinions about your,5,2,1,0,0,0,0,5,2,1,1,0,1,0,1
refugee from gmail in south korea at jeju islands,10,2,1,0,0,0,0,10,2,1,1,0,1,0,1
i think that is would be have some positive,15,2,1,0,0,0,0,15,2,1,1,0,1,0,1
benefits if the korean government letter reality,20,2,1,0,0,0,0,20,2,1,0,0,1,0,1
into the country with some restrictions and more over than that,25,2,1,0,0,0,0,25,2,1,0,0,1,0,1
the koreans has already decided to un refugee convention,30,2,1,0,0,0,0,30,2,1,0,0,1,0,1
in 1991 22,35,2,1,0,0,0,0,35,2,1,0,0,1,0,1
to approve or to,40,2,1,0,0,0,0,40,2,1,0,0,1,0,1
guarantee the status of refugee in the state something,45,2,1,0,0,0,0,45,2,1,0,0,1,0,1
that has and also to compare to another country,50,2,1,0,0,0,0,50,0,1,0,0,1,0,1
in europe and country like germany does have more very crisis in,55,2,1,0,0,0,0,55,2,1,0,0,0,0,1
"700,000 but in korean agreement is geez is",65,2,1,0,0,0,0,65,2,1,0,0,0,0,1
only 550 people so it is the first thing that i think,70,0,1,0,0,0,0,70,0,1,0,0,1,0,1
the korean government should accept this group of refugees,75,0,1,0,0,0,0,75,0,1,1,0,1,0,1
okay yeah that,80,0,1,0,0,0,0,80,0,1,1,0,0,0,1
i agree with you with that okay korean just side of convention in 1991,85,0,1,0,0,0,0,85,0,1,1,0,0,0,1
but i just think that it's like a special,90,0,1,0,0,0,0,90,0,1,1,0,0,0,1
case for the koreans who have like their their bodies the is like with the,95,1,1,0,0,0,0,95,0,1,1,0,0,0,1
xo phobia sometimes and they're just like care about the conditioned living,100,1,1,0,0,0,0,100,0,1,1,0,0,0,1
so i think if you think about your population first and there are some so very that,105,1,1,0,0,0,0,105,0,1,1,0,0,0,1
have or these away that there are more populous proportion of,110,1,1,0,0,0,0,110,0,1,1,0,0,0,1
korean population so i just thing that if you just,115,1,1,0,0,0,0,115,0,1,1,0,0,0,1
do four follow the convention is,120,1,1,0,0,1,0,120,1,1,1,0,0,0,1
not the best way to be the good just for the country,125,1,1,0,0,1,0,125,1,1,1,0,1,0,1
but you have to look and take care your place and also it was like,130,1,1,0,0,1,0,130,1,1,1,0,1,0,1
if you listen your people first,135,0,1,0,0,1,0,135,1,1,1,0,1,0,1
it will be good so i think it's not good if we accept all,140,0,1,0,0,1,0,140,1,1,1,0,1,0,1
yemenis gratuities at jeju island yeah but,145,0,1,0,0,1,0,145,0,0,0,0,1,0,1
i think do appropriate of the,150,0,1,0,0,1,0,150,0,0,0,0,1,0,1
refugees in korean butter with your vested actually is just,155,0,1,1,0,1,0,155,0,0,0,0,1,0,1
2.40% from 1994 the sin that,160,0,1,1,0,1,0,160,0,0,1,0,1,0,1
the first time that korea and south korean government except the a refugee and,165,0,1,1,0,1,0,165,0,0,1,0,1,0,1
but actually it's fun up to none up until now the,170,0,1,1,0,1,0,170,0,0,0,0,1,0,1
government also consider walls of the south korean citizens and,175,0,1,1,0,1,0,175,0,0,0,0,2,0,1
by that by the consider that they are requirement already,180,0,1,1,0,1,0,180,0,0,0,0,2,0,1
put their game in citizen i already miss,185,0,1,1,0,1,0,185,0,0,1,0,1,0,1
traveler or citizen that want to come into korean have to get some result,190,0,1,1,0,1,0,190,0,0,1,0,1,0,1
before but so i think this this is a,195,0,1,1,0,1,0,195,0,1,1,0,1,0,1
slider easiest way for now to deal with this problem,200,1,2,1,0,1,0,200,0,1,1,0,1,0,2
and about the signal for beer that you rest i think this stating,205,1,2,1,0,1,0,205,0,1,1,0,1,0,2
that if korean want to be in the lea archery internationalized country,210,1,2,1,0,1,0,210,2,1,1,0,1,0,2
or developed country we have or the government's have to educate the,215,1,2,1,0,2,0,215,2,1,1,0,1,0,2
currency teaching people how to living in a globalization work,220,1,2,1,0,2,0,220,0,1,1,0,1,0,2
i just put,225,1,2,1,0,2,0,225,0,1,1,0,1,0,2
the ss right away sir topics now first,230,1,2,1,0,2,0,230,0,1,1,0,1,0,2
it's like you say korean government has put the human to the result,235,1,2,1,0,2,0,235,0,1,1,0,1,0,2
list but it's like if you have like another country's,240,1,2,1,0,2,0,240,0,1,1,0,1,0,2
or like a cider just do like this again so it's just like,245,1,1,1,0,1,0,245,0,1,1,0,1,0,1
commander being a refugee yeah it's,250,1,1,1,0,1,0,250,0,1,1,0,1,0,1
like if some countries just like want to be their equities and comes and do like the yemenis,255,1,2,1,0,1,0,255,0,1,1,0,1,0,2
as i think that if they just put the country in the list is,260,1,2,1,0,1,0,260,0,1,2,0,1,0,2
not the best way it was the easiest way that yes but it's not the best one it's like,265,1,1,1,0,1,0,265,0,1,2,0,1,0,1
if the there are a lot so the bezel it is like too long,270,1,1,1,0,1,0,270,0,1,1,0,1,0,1
and it's not good for the image also yeah and to,275,0,2,0,0,1,0,275,0,0,0,0,1,0,2
like we don't know like if we,280,0,2,0,0,0,0,280,0,0,0,0,1,0,2
accept the refugee nothing can guarantee about,285,0,2,0,0,0,0,285,0,0,0,0,1,0,2
korean citizens life security and i think also is like the privacy also,290,0,2,0,0,0,0,290,0,0,0,0,1,0,2
so i think so yeah i also accept that,295,0,2,0,0,0,0,295,0,1,1,0,1,0,2
for this comment about a researcher is and also the some highlighter,300,0,2,0,0,0,0,300,0,1,1,0,1,0,2
for receive other citizenship of south korea and but i think,305,0,2,0,0,0,0,305,0,1,1,0,1,0,2
florida to south korea to policy of accepting a refugee is,310,0,2,0,0,1,0,310,0,1,1,0,1,0,2
on is also already rigorous for that because of the,315,0,2,0,0,1,0,315,0,1,1,0,1,0,2
rest of accepting it just only 2%,320,0,2,0,0,1,0,320,0,1,1,0,1,0,2
from there over ten thousand thirty thousands of people,325,0,2,0,0,1,0,325,1,1,1,0,0,0,2
to apply for energy but cannot expect but get the rejection from that,330,0,2,0,0,1,0,330,1,1,1,0,0,0,2
and by racing there are there are some requests of petition from the,335,0,2,0,0,1,0,335,1,1,1,0,0,0,2
citizens of to the blue house of korean and,340,0,2,0,0,1,0,340,1,1,1,0,0,0,2
i think the government now considering that to give,345,0,2,0,0,1,0,345,1,1,1,0,0,0,2
more deliberate assess or for get for giving their,350,0,2,0,0,1,0,350,1,1,1,0,0,0,2
refugees data to the other nations nationality,355,0,2,0,0,1,0,355,1,1,1,0,0,0,2
and also they this,360,0,2,0,0,1,0,360,1,1,1,0,0,0,2
is some car like they call hit or humanitarians humanitarian visas,365,1,1,0,1,1,0,365,0,0,0,0,1,0,1
that the government only give this result to the refugee,370,1,1,0,1,1,0,370,0,0,0,0,1,0,1
or 31 years to guarantee that when their circumstances so situation the in their their,375,1,1,0,1,1,0,375,0,0,0,0,1,0,1
home country is becoming wheels good get better and they can,380,1,1,0,1,1,0,380,0,0,0,0,1,0,1
guarantee that they will lead career right,385,1,1,0,1,1,0,385,0,0,0,0,1,0,1
that i think like it's just like 2% that korean,390,1,1,0,1,1,0,390,0,0,0,0,1,0,1
government us proof about the visa order represent,395,1,1,0,0,0,0,395,0,0,0,0,1,0,1
us but we just still have don't know or just not being currently like,400,1,1,0,0,0,0,400,0,0,0,0,1,0,1
it's not clear about your equity say that also is like if they,405,1,1,0,0,0,0,405,0,0,0,0,1,0,1
do the wrong things what legals illegals or how the government,410,1,1,0,0,0,0,410,0,0,0,0,1,0,1
do how the police do for the refugees something like that so i think,415,1,1,0,0,0,0,415,0,0,0,0,1,0,1
is about a life conditions of the korea is also like they just want to know,420,1,1,0,0,0,0,420,0,0,0,0,1,0,1
how should they do and how should they can practice,425,1,1,0,0,0,0,425,0,0,0,0,1,0,1
your daily with lexa t is like it's not it's not if they're not clear for an hour so,430,0,1,0,0,0,0,430,0,0,0,0,1,0,1
it's like i think they just want to know,435,0,1,0,0,0,0,435,0,0,0,0,1,0,1
about the things that can guarantee their life this is what i want,440,0,1,0,0,0,0,440,0,0,0,0,1,0,1
to say so if it's for my opinion are go men,445,1,1,0,0,0,0,445,0,0,1,0,1,0,1
can explain in this question and i think like all korean maybe,450,0,1,0,0,0,0,450,0,1,1,0,1,0,1
raise the question i think it will be good things,455,1,1,0,0,0,0,455,0,1,1,0,1,0,1
it's like now it's not but in the future is maybe can,460,0,1,0,0,0,0,460,0,1,1,0,1,0,1
yeah you mean that how to guarantee the yeah,465,0,1,0,0,0,0,465,0,1,1,0,1,0,1
is like is the big question for our korean,470,0,1,0,0,0,0,470,0,1,1,0,1,0,1
actually the refugee you mean that how to garden theater yeah the big question or korean actually rigidity under the laws of the korean,475,1,1,0,0,0,0,475,0,1,0,0,1,0,1
yeah i think if they do something wrong or cause some clams,480,1,1,0,0,0,0,480,0,1,1,0,1,0,1
so they will give penalty or punishment from the law as well so in this case,485,1,1,0,0,0,0,485,0,1,0,0,1,0,1
i think is not only for a little edgy for everyone that you have,490,0,1,0,0,0,0,490,1,1,1,0,1,0,1
and i'm too and you mean i think that race question because the some koreans,495,1,1,0,0,0,0,495,1,1,1,0,1,0,1
have instinct often fear with other cultural or xenophobia that you have received that yeah,500,1,1,0,0,0,0,500,1,1,1,0,1,0,1
i think there's some kind of more emotional than rational equations,505,1,1,0,0,0,0,505,1,1,1,0,1,0,1
yeah because they are have some fear of you insecure that they are,510,0,1,0,0,0,0,510,1,1,1,0,1,0,1
happier that never seen something like that paid more than others,515,0,1,0,0,0,0,515,1,1,1,0,1,0,1
taking refuses can occur the like like a,5,1,0,0,0,1,0,5,0,0,0,0,1,0,0
jobs in jeju island that is not because some because yemen,10,1,0,0,0,1,0,10,0,0,0,0,1,0,0
refuse it can supply labor domestic interest in the streets like,15,1,0,0,0,2,0,15,0,0,0,0,1,0,0
there is a lack of labor in some industry in jeju island by for some dangerous,20,1,0,0,0,2,0,20,0,0,0,0,1,0,0
job or some taking risk risk were at the concert,25,1,0,0,0,2,0,25,2,0,1,0,1,0,0
korean people windows you have tendencies to avoid dangerous stuff,30,1,0,0,0,2,0,30,0,0,1,0,1,0,0
dangerous jobs so taking any revisions can can,35,1,0,0,0,2,0,35,0,0,1,0,1,0,0
help to help to supply labor for that,40,1,1,0,0,2,0,40,2,0,1,0,1,0,1
dangerous industries and also korean this is,45,1,1,0,0,2,0,45,0,0,1,0,1,0,1
korean people need for did you have humanitarian,50,1,1,0,0,1,0,50,2,0,1,0,1,0,1
attitude young too my reduces because yema refuses,55,1,0,0,0,2,0,55,2,0,1,0,1,0,0
surgeon into korea korea to syria situation not for seeking a job but sticking,60,1,1,0,0,1,0,60,2,0,1,0,1,0,1
in history while korea was under japanese rule and,70,1,1,0,0,1,0,70,2,0,1,0,1,0,1
provisional government what's that up in shanghai korean ancestors were,75,1,1,0,0,1,0,75,2,0,1,0,1,0,1
also political with this is also koreans are not away from,80,1,1,0,0,1,0,80,2,0,1,0,1,0,1
this issue after green were there were a lot of korean burger,85,1,1,0,0,1,0,85,0,0,1,0,1,0,1
places like yemen so this could happen to us too so there,90,1,1,0,0,1,0,90,2,0,1,0,1,0,1
with some humanitarian attitude for decision,95,1,1,0,0,1,0,95,2,0,1,0,1,0,1
is our only taking heart drops,105,0,1,0,0,1,0,105,0,0,1,0,0,0,1
which koreans don't want to take but,110,0,1,1,0,0,0,110,2,0,1,0,0,0,1
as you know or young people there is very high unemployment rate,115,1,1,1,0,0,0,115,2,0,1,0,0,0,1
and even though they take only the hard jobs,120,0,1,1,0,0,0,120,0,0,1,0,1,0,1
young people can feel the other risk,125,0,1,0,0,0,0,125,1,0,1,0,2,0,1
and the problem is that we cannot,130,0,1,0,0,0,0,130,1,0,1,0,2,0,1
tell which one is the fake refugee and in early 2015,135,2,1,0,0,0,0,135,1,0,1,0,2,0,1
some big refugees went to europe to take jobs and,140,0,1,0,0,0,0,140,0,0,1,0,2,0,1
there are also rumors that the refugees are refusing,145,0,1,0,0,0,0,145,1,0,1,0,2,0,1
to take hard jobs in the dryland and they also complained about their,150,0,1,0,0,0,0,150,1,0,1,0,2,0,1
salary so this this means that they are not really,155,0,1,0,0,1,0,155,0,0,1,0,2,0,1
real refugees which like like their place to live and,160,0,1,0,0,1,0,160,0,0,1,0,2,0,1
most of the refugees that come to korea are,165,0,1,0,0,0,0,165,0,2,0,0,2,0,1
very young and strong male refugees and,170,2,1,0,0,0,0,170,0,2,0,0,2,0,1
they are very real threat to safety of women in korea because,175,2,1,0,0,0,0,175,0,2,0,0,2,0,1
islam culture the,180,2,1,0,0,0,0,180,0,2,0,0,2,0,1
women right in his own culture is very bad and there,185,2,1,0,0,0,0,185,0,2,0,0,2,0,1
are real cases that they are refugees with,190,0,1,0,0,0,0,190,0,2,0,0,2,0,1
a lot of women in europe so for the safety of,195,0,1,0,0,0,0,195,0,0,0,0,2,0,1
of korean people the refugees should be kind,200,0,1,0,0,0,0,200,0,0,0,0,2,0,1
i just said is true that,205,0,1,0,0,0,0,205,0,0,0,0,2,0,1
i was already busy made very critical issues like real,210,2,1,0,0,0,0,210,0,2,0,0,2,0,1
things in your rug but it does mean it hasn't occurred in korea,215,2,1,0,0,0,0,215,0,2,0,0,2,0,1
and and also use that and also you start that,220,2,1,0,0,0,0,220,0,2,0,0,2,0,1
only young only unveiled if there's has come to korea but,225,0,1,0,0,0,0,225,0,0,0,0,2,0,1
yeah it's true but that's because it does bi young matt young male,230,0,1,0,0,0,0,230,0,0,0,0,2,0,1
yemen refuges could be could be,235,0,1,0,0,1,0,235,2,0,1,0,1,0,1
guessing they if they if they remain if they,240,0,1,0,0,1,0,240,2,0,1,0,1,0,1
remain in yemen they should do military they should do,245,0,1,0,0,1,0,245,2,0,1,0,1,0,1
military service in their in their country,250,0,1,0,0,1,0,250,2,0,1,0,1,0,1
store daesh and it doesn't appreciate it doesn't oppress,255,0,1,0,0,1,0,255,2,0,1,0,1,0,1
do young young people and women still,260,0,1,0,0,1,0,260,2,0,1,0,1,0,1
is their priority they have some priority for that,265,0,1,0,0,1,0,265,2,0,1,0,1,0,1
you should,270,0,1,0,0,1,0,270,0,1,1,0,1,0,1
he's escaped from their country because of the military service,275,0,1,0,0,1,0,275,0,0,1,0,1,0,1
and it also means that they just escaped,280,0,1,0,0,1,0,280,2,0,1,0,1,0,1
from their own country abandoning their families and that's because they're the only strong people who,285,0,1,0,0,1,0,285,2,0,1,0,1,0,1
can was able to run away from their own country and,290,0,1,0,0,1,0,290,2,0,1,0,1,0,1
they came to korea,295,0,1,0,0,1,0,295,2,0,1,0,1,0,1
with brokers and they were using sms and,300,0,1,0,0,1,0,300,2,0,1,0,1,0,1
i don't think that the less,305,0,1,0,0,0,0,305,0,0,0,0,1,0,1
typical typical refugee like using sms and facebook,310,2,1,0,0,0,0,310,0,2,0,0,1,0,1
and i think it's one culture,315,0,1,0,0,0,0,315,0,2,0,0,1,0,1
is not really compatible with korean culture and they,320,0,1,0,0,0,0,320,0,2,0,0,1,0,1
some time to pray during the day and they don't really,325,2,1,0,0,0,0,325,0,2,0,0,1,0,1
they there are language problems and,330,0,1,0,0,0,0,330,0,2,0,0,1,0,1
they only eat certain food and i think they are more,335,0,1,0,0,0,0,335,0,2,0,0,1,0,1
they more fit to other islamic countries but instead of going,340,2,1,0,0,0,0,340,2,2,0,0,1,0,1
other is one country they came to korea and i think,345,0,1,0,0,0,0,345,0,2,0,0,1,0,1
i don't know why i don't know why they team to create instead of going other islamic country,350,0,1,0,0,0,0,350,0,2,0,0,1,0,1
as you said it could be a better decision,355,0,1,0,0,0,0,355,0,2,0,0,1,0,1
to dom to go to the other islamic country is in that andrea but,360,2,1,0,0,0,0,360,0,0,0,0,2,0,1
as you know is no also diet also that,365,2,1,0,0,0,0,365,0,2,0,0,2,0,1
this country is suffered stuffer for,370,2,1,0,0,0,0,370,0,2,0,0,1,0,1
the word or situation and also,375,2,1,0,0,0,0,375,0,2,0,0,1,0,1
as you know is hard to come to korea because,380,2,1,0,0,0,0,380,0,2,0,0,1,0,1
it's so far from yemen but it's so far from yemen so,385,2,1,0,0,0,0,385,0,2,0,0,1,0,1
a lot of people i mean,390,0,1,0,0,1,0,390,0,0,0,0,1,0,1
many people cannot come to a career i mean they,395,1,1,0,0,1,0,395,0,0,0,0,1,0,1
were the only gave you were the only one to come to korea in their family and,400,0,1,0,0,1,0,400,0,0,0,0,1,0,1
also it is built it is believed that it is believed,405,1,0,0,0,1,0,405,0,0,0,0,1,0,0
that bail just looked at vale yum,410,0,1,0,0,1,0,410,0,0,0,0,1,0,1
yum yum music cat has more possibility to,415,0,1,0,0,1,0,415,0,0,0,0,1,0,1
take there's up in foreign country and also as use,420,0,1,0,0,1,0,420,0,0,0,0,1,0,1
as you start that it'll be hard to hard to,425,0,1,0,0,1,0,425,0,0,0,0,1,0,1
be familiar with korean portrayal as edges that that is,430,0,1,0,0,1,0,430,0,0,0,0,1,0,1
is not compatible but it's all saying to israel saying to the other vendors,435,0,1,0,0,1,0,435,0,0,0,0,1,0,1
life from america or friends or whatever other countries because,440,1,0,0,0,1,0,440,0,0,0,0,1,0,0
i heard that almost every foreigners cannot speak,445,0,1,0,0,1,0,445,2,0,0,0,1,0,1
korean even they plan to plan to,450,0,1,0,0,1,0,450,0,0,0,0,0,0,1
work and make some money in korea so it's cool thing to the other foreigners not,455,0,1,0,0,1,0,455,0,0,1,0,0,0,1
just worried cancer i think,460,0,1,0,0,1,0,460,2,0,1,0,0,0,1
although i think we are a single problem,465,0,1,0,0,1,0,465,2,0,1,0,0,0,1
relation and we are not mature enough to take islamic refugees,470,1,1,0,0,1,0,470,0,1,1,0,0,0,1
and most of the good work places,475,0,2,0,0,1,0,475,0,0,0,0,0,0,2
they will refuse to employ,480,0,1,0,0,1,0,480,0,0,0,0,0,0,1
yemen refugees and they will be exposed to,485,0,1,0,0,1,0,485,0,0,0,0,0,0,1
crime in the end like because they cannot earn money from,490,0,1,0,0,1,0,490,0,0,0,0,0,0,1
good jobs and i think,495,1,1,0,0,1,0,495,0,0,0,0,0,0,1
they are potential some of them are potential terrorists,500,1,1,0,0,1,0,500,0,0,0,0,0,0,1
and even though not all of them i know that not all of them are,505,0,1,0,0,1,0,505,0,0,0,0,0,0,1
potential terrorists but if there is only one people one person,510,0,1,0,0,1,0,510,2,0,0,0,0,0,1
want to wants to commit crime in korea,515,1,1,0,0,1,0,515,2,0,0,0,0,0,1
and that will be a huge problem and at that time,520,0,1,0,0,1,0,520,0,0,0,0,1,0,1
i think there is no one who can be responsible for the point so we cannot,525,0,1,0,0,1,0,525,0,0,0,0,1,0,1
wait for someone to commit crime and we have to prevent,530,2,1,0,0,0,0,530,0,0,0,0,1,0,1
that before finish the debate,535,0,1,0,0,0,0,535,0,2,0,0,1,0,1
and we'll start now so it isn't their,5,0,1,1,0,1,0,5,0,0,1,0,1,0,1
"third 338,000 koreans now aged 25",10,0,1,1,0,1,0,10,0,0,1,0,1,0,1
to 34 is now unemployed so i think that the,15,0,1,1,0,1,0,15,0,0,1,0,1,0,1
increased number of refugees that came to korea will,20,0,1,1,1,1,0,20,0,0,1,0,1,0,1
will affect more the unemployment of koreans then it is now,25,0,1,1,1,1,0,25,0,0,1,0,1,0,1
so it is already hard for koreans to find jobs but now the refugee,30,0,1,1,1,1,0,30,0,0,1,0,1,0,1
will make the employment of work harder,35,0,1,1,1,1,0,35,0,0,1,0,1,0,1
in my opinion,45,0,1,2,0,1,0,45,0,0,1,0,1,0,1
korea has been registered as the un who accept refugees,50,0,1,2,0,1,0,50,0,0,1,1,1,1,1
and there also and i think it's their responsibility,55,0,1,1,0,1,0,55,0,0,1,1,1,1,1
to accept refugees and,60,0,1,1,0,1,0,60,0,0,1,1,1,1,1
what the i think they,65,0,1,1,0,1,0,65,0,0,1,1,1,1,1
or office jobs they can relax labor employment,75,0,1,1,0,2,0,75,0,0,1,1,1,1,1
yeah so i think yeah so i think it's fine,85,0,1,1,0,1,0,85,0,0,1,1,1,1,1
think they can reconsider their decision,100,0,1,1,0,1,0,100,0,0,1,0,1,0,1
because nowadays because of the war the infinite,105,0,1,1,0,1,0,105,0,0,1,0,1,0,1
number of refugees increase like,110,0,1,1,0,1,0,110,0,0,1,0,1,0,1
552 that came to jeju,115,0,1,1,0,1,0,115,0,0,1,0,1,0,1
